ticker,year,marketcap,eps,earnings_rate,price,price_rate,pe_ratio,roe,sh_equity,sh_return,real_change
FCNCA,2016,4264,18.77,0.1273,355.33,0.1076,18.91,7.5,3012,0.3,13.51
FCNCA,2015,3101,17.52,0.1036,258.42,0.0348,14.74,7.5,2872,-17.0,37.5
FCNCA,2014,2432,13.56,0.0594,243.2,0.0458,17.55,6.1,2688,-5.77,6.26
FCNCA,2013,2141,17.35,0.1347,214.1,0.0503,12.83,8.4,2071,6.61,13.59
FCNCA,2012,1676,12.92,0.1053,167.6,0.045,12.66,6.9,1864,2.07,27.74
FCNCA,2011,1804,18.8,0.1199,180.4,0.0799,9.25,10.6,1861,1.26,-7.1
FCNCA,2010,1973,18.5,0.1262,197.3,0.099,10.22,11.3,1733,0.6,-8.57
FCNCA,2009,1711,11.15,0.0401,171.1,0.1048,14.71,7.8,1559,0.7,15.31
FCNCA,2008,1594,8.73,0.0317,159.4,0.113,17.51,6.2,1443,0.7,7.34
FCNCA,2007,1522,10.41,0.0665,152.2,0.0828,14.01,7.8,1441,0.8,4.73
BR,2024,23309,5.81,0.1057,197.53,0.1786,34.48,32.5,2068,1.45,
BR,2023,19541,5.36,0.1066,165.6,0.1786,30.99,31.8,2241,1.38,19.28
BR,2022,16711,4.62,0.1144,142.83,0.226,31.0,29.8,1919,1.21,15.94
BR,2021,18758,4.73,0.1956,161.71,0.2648,34.26,35.1,1809,0.72,-11.67
BR,2020,14489,4.03,0.1451,125.99,0.2224,31.33,38.4,1347,3.22,28.35
BR,2019,14829,4.16,0.1377,127.84,0.2513,30.76,40.6,1128,2.83,-1.44
BR,2018,13573,3.66,0.107,116.01,0.2564,31.72,39.2,1094,1.63,10.2
BR,2017,8884,2.77,0.0906,75.29,0.1729,27.19,32.8,1004,2.36,54.09
FITB,2024,23107,3.52,0.1295,33.78,0.0881,9.64,13.8,16544,5.21,
FITB,2022,22521,3.38,0.0949,32.69,0.0781,9.67,12.7,17327,6.08,3.35
FITB,2021,29778,3.78,0.1273,42.42,0.1498,11.2,11.8,22210,3.79,-22.94
FITB,2020,19641,1.84,0.0605,27.47,0.1081,14.85,5.9,23111,3.95,54.42
FITB,2019,21815,3.38,0.2414,30.73,0.1058,9.02,11.7,21203,-1.94,-10.6
FITB,2018,15427,3.11,0.2238,22.92,0.1252,7.28,13.1,16250,10.55,34.04
FITB,2017,21407,2.86,0.086,29.41,0.1697,10.17,12.9,16200,5.11,-22.05
FITB,2016,20379,1.92,-0.2982,26.92,0.0849,13.84,8.9,16205,7.34,9.23
FITB,2015,15966,2.03,-0.2976,19.98,0.0034,9.75,10.4,15839,6.79,34.72
FITB,2014,16789,1.68,-0.341,20.15,0.0139,11.87,9.2,15626,8.29,-0.86
FITB,2013,18566,2.05,-0.3154,21.36,-0.0024,10.32,12.5,14589,7.57,-5.66
FITB,2012,13642,1.69,-0.3434,15.09,-0.0708,8.85,11.3,13716,2.82,41.58
FITB,2011,11700,1.2,-0.3791,12.91,-0.0884,10.69,8.6,13201,-16.59,16.86
FITB,2010,11689,0.63,-0.4652,14.78,-0.0794,23.24,3.7,14051,0.86,-12.61
FITB,2009,7754,0.73,-0.468,9.75,-0.1337,15.18,3.9,13497,-37.32,51.51
FITB,2008,4770,-3.91,-0.3082,8.27,-0.1291,-2.19,-20.3,12077,0.68,17.98
FITB,2007,13386,1.99,0.1095,25.11,-0.0515,12.45,11.5,9161,11.35,-67.08
FITB,2006,22842,2.14,0.1238,40.94,0.0257,19.23,12.2,10022,3.32,-38.65
IX,2024,23032,1207.75,0.0482,18.65,0.0509,12.7,7.7,3727404,4.84,
IX,2022,20656,1156.75,0.0733,16.42,0.0356,10.02,8.1,3543607,5.93,13.58
IX,2021,25676,1296.85,0.1621,19.97,0.0674,10.03,9.9,3261419,6.44,-17.76
IX,2020,22463,777.7,0.1307,16.95,0.0828,12.72,6.5,3028456,4.3,17.77
IX,2019,15657,1186.9,0.2006,11.82,0.0385,5.58,10.2,2993608,5.99,43.47
IX,2018,19038,1264.6,0.291,14.38,0.0645,6.47,11.5,2897074,4.77,-17.82
IX,2017,23797,1222.0,0.3675,17.97,0.2733,8.69,11.9,2682424,3.3,-20.0
IX,2016,19683,1044.4,0.2545,14.87,0.1657,7.98,11.3,2507698,3.17,20.9
IX,2015,18899,993.65,0.2337,14.27,0.108,8.16,11.5,2310431,2.73,4.15
IX,2014,18609,897.35,0.2419,14.07,0.0888,9.5,11.4,2152198,-3.83,1.48
IX,2013,17599,738.75,0.3046,14.09,0.2467,9.66,10.4,1919346,-11.86,-0.18
IX,2012,14020,514.35,0.3068,12.71,0.2532,11.8,7.4,1643596,0.89,10.85
IX,2011,10639,388.4,0.3564,9.65,0.3401,10.57,6.2,1380736,1.09,31.66
IX,2010,10267,307.1,0.2993,9.32,0.3023,12.89,5.1,1319341,-18.53,3.62
IX,2009,8135,185.26,0.236,8.82,0.2831,20.13,3.0,1298684,0.77,5.59
IX,2008,3037,123.3,0.1685,3.29,0.0437,13.63,1.8,1167530,1.26,167.86
MTB,2024,22954,17.51,0.1569,138.28,0.0245,7.94,11.4,26197,8.74,
MTB,2022,25039,11.59,0.0878,144.73,0.0382,13.24,8.0,25318,-30.84,-4.46
MTB,2021,19763,13.81,0.0933,153.2,0.0648,11.12,10.4,17903,2.59,-5.53
MTB,2020,16332,9.94,0.0744,127.59,0.0751,12.77,8.0,16187,6.28,20.07
MTB,2019,22400,13.76,0.1261,169.7,0.0884,12.11,11.8,15717,8.38,-24.81
MTB,2018,20089,12.75,0.2404,143.49,0.102,10.94,11.8,15460,9.25,18.26
MTB,2017,25737,8.72,0.1532,170.44,0.1377,19.39,8.2,16251,4.72,-15.81
MTB,2016,24254,7.8,0.1268,156.48,0.0952,19.82,7.5,16487,-14.52,8.93
MTB,2015,16152,7.22,0.0759,121.44,0.0263,16.35,7.3,16173,1.41,28.85
MTB,2014,16596,7.47,0.0829,125.73,0.0427,16.96,8.0,12336,0.75,-3.41
MTB,2013,15161,8.26,0.1008,116.62,0.0355,14.27,9.8,11306,0.66,7.81
MTB,2012,12605,7.57,0.1169,98.48,0.0259,13.22,9.7,10203,0.91,18.43
MTB,2011,9590,6.37,0.121,76.11,0.02,12.27,8.6,9271,-1.53,29.39
MTB,2010,10392,5.72,0.1362,87.33,0.0434,15.38,8.3,8358,2.11,-12.84
MTB,2009,7899,2.9,0.0472,66.94,0.0182,23.79,4.5,7753,-2.88,30.46
MTB,2008,6332,5.04,0.1004,57.56,0.0713,11.41,8.5,6785,1.59,16.29
MTB,2007,8708,6.05,0.1481,81.38,0.0816,13.31,10.4,6485,6.74,-29.27
MTB,2006,13519,7.55,0.1926,121.79,0.1311,16.11,13.8,6281,3.32,-33.18
VOD,2024,22936,3.8,3.5877,0.8,-0.1229,2.09,18.1,60452,11.63,
VOD,2022,31815,4.28,3.5002,1.1,-0.1043,2.47,20.0,63399,8.5,-27.91
VOD,2021,47894,0.77,18.8536,1.66,-0.0368,19.48,4.0,54783,0.57,-33.57
VOD,2020,50186,0.02,14.6474,1.84,-0.023,723.01,0.1,55804,5.5,-9.82
VOD,2019,37496,-0.31,14.7588,1.38,-0.0648,-74.17,-0.7,61410,4.92,33.84
VOD,2018,48498,-2.9,14.8546,1.82,-0.0119,-5.58,-11.8,62218,9.5,-24.26
VOD,2017,74063,0.88,15.4713,2.78,0.0642,21.7,4.0,67640,5.86,-34.65
VOD,2016,70194,-2.25,15.5736,2.64,0.0128,-10.73,-7.8,72200,8.32,5.26
VOD,2015,84971,-2.02,15.302,3.21,0.0332,-14.66,-6.3,83325,5.13,-17.54
FCNCO,2024,22936,767.54,1.3593,1529.07,0.2768,0.03,64.6,20389,13.7,
FCNCO,2022,10999,67.47,0.2631,687.44,0.1559,10.5,10.3,9662,-58.11,122.43
FCNCO,2021,8146,53.88,0.1831,814.6,0.204,15.4,11.7,4738,2.59,-15.61
FCNCO,2020,5637,47.5,0.1355,563.7,0.1467,11.79,11.8,4229,10.03,44.51
FCNCO,2019,5715,41.05,0.1316,519.55,0.1277,12.5,12.8,3586,6.98,8.5
FCNCO,2018,4453,33.53,0.1891,371.08,0.1003,11.12,11.6,3489,1.0,40.01
FCNCO,2017,4840,29.96,0.1936,403.33,0.1173,14.95,10.0,3334,0.3,-8.0
FCNCO,2016,4264,18.77,0.1273,355.33,0.1076,18.91,7.5,3012,0.3,13.51
FCNCO,2015,3101,17.52,0.1036,258.42,0.0348,14.74,7.5,2872,-17.0,37.5
FCNCO,2014,2432,13.56,0.0594,243.2,0.0458,17.55,6.1,2688,-5.77,6.26
FCNCO,2013,2141,17.35,0.1347,214.1,0.0503,12.83,8.4,2071,6.61,13.59
FCNCO,2012,1676,12.92,0.1053,167.6,0.045,12.66,6.9,1864,2.07,27.74
FCNCO,2011,1804,18.8,0.1199,180.4,0.0799,9.25,10.6,1861,1.26,-7.1
FCNCO,2010,1973,18.5,0.1262,197.3,0.099,10.22,11.3,1733,0.6,-8.57
FCNCO,2009,1711,11.15,0.0401,171.1,0.1048,14.71,7.8,1559,0.7,15.31
FCNCO,2008,1594,8.73,0.0317,159.4,0.113,17.51,6.2,1443,0.7,7.34
FCNCO,2007,1522,10.41,0.0665,152.2,0.0828,14.01,7.8,1441,0.8,4.73
EQR,2024,22795,2.2,0.4155,60.15,-0.0033,27.29,7.5,11086,4.04,
EQR,2023,23224,2.2,0.4569,61.28,0.0138,27.9,7.5,11086,3.93,-1.85
EQR,2022,22297,2.06,0.3756,59.3,0.0507,28.81,7.0,11173,3.85,3.33
EQR,2021,33939,3.56,0.5565,90.75,0.0817,25.52,12.6,10955,2.13,-34.65
EQR,2020,22067,2.45,0.4985,59.32,0.0215,24.24,8.6,10526,4.22,52.98
EQR,2019,30050,2.61,0.757,81.22,0.0623,31.07,9.5,10316,2.11,-26.96
EQR,2018,24321,1.78,0.6788,66.09,0.0962,37.16,6.4,10173,3.03,22.89
EQR,2017,23435,1.64,0.656,63.86,0.1071,39.03,5.8,10242,3.02,3.5
EQR,2016,23534,11.75,0.6863,64.48,0.0913,5.49,40.3,10229,19.84,-0.96
EQR,2015,29720,2.37,0.2367,81.87,0.0808,34.43,8.3,10470,1.94,-21.25
EQR,2014,26032,1.74,0.2257,72.11,0.0987,41.51,6.1,10368,-3.81,13.54
EQR,2013,18695,5.16,0.402,52.81,0.0669,10.24,17.6,10507,-7.2,36.55
EQR,2012,17156,2.73,0.2654,56.62,0.0991,20.77,13.2,7290,-5.35,-6.73
EQR,2011,16917,2.98,0.3073,57.35,0.1251,19.23,15.7,5669,-1.43,-1.26
EQR,2010,14777,0.95,0.0436,52.22,0.0964,54.88,5.5,5090,-0.59,9.83
EQR,2009,9328,1.27,0.0497,34.04,0.0411,26.82,7.0,5047,3.57,53.38
EQR,2008,8112,1.46,0.1246,30.04,0.0564,20.63,7.8,4905,9.86,13.31
EQR,2007,9886,3.4,0.2673,35.43,0.0665,10.39,18.0,5063,8.76,-15.21
EQR,2006,14826,3.56,0.3211,51.12,0.077,14.37,18.2,5884,10.18,-30.69
BLDR,2024,22670,12.11,-0.0953,181.36,0.6505,15.32,34.0,4581,19.62,
BLDR,2022,9549,16.98,-0.2062,58.94,0.4144,3.47,53.8,4963,19.65,207.68
BLDR,2021,16414,8.55,-0.2998,81.26,0.4751,9.51,33.2,4802,-72.55,-27.46
BLDR,2020,4767,2.69,-0.8139,40.74,0.5581,15.2,32.1,1153,-0.76,99.44
BLDR,2019,2942,1.92,-0.8954,25.36,0.4906,13.26,30.2,824,-0.4,60.65
BLDR,2018,1252,1.79,-0.8439,10.89,0.2964,6.1,41.1,596,-0.83,132.96
BLDR,2017,2461,0.34,-1.3826,21.78,0.5217,63.46,10.5,376,-1.77,-50.01
BLDR,2016,1224,1.3,-0.7598,11.03,0.3254,8.48,63.2,309,-10.07,97.5
BLDR,2015,1211,-0.22,-0.0956,11.76,0.2628,-53.03,-23.6,149,-2.65,-6.21
DOV,2024,22587,7.56,0.0738,161.34,0.1573,21.55,22.2,5107,3.35,
DOV,2023,21517,7.56,0.0874,153.69,0.1348,20.36,22.2,5107,3.39,4.97
DOV,2022,19005,7.47,0.063,132.9,0.0883,17.84,25.1,4286,2.66,15.64
DOV,2021,26148,7.81,0.0951,181.58,0.1696,23.27,29.4,4190,1.18,-26.81
DOV,2020,18193,4.74,0.013,126.34,0.1361,26.62,21.5,3386,2.69,43.73
DOV,2019,16743,4.67,0.0431,115.47,0.1247,24.7,22.9,3033,5.08,9.41
DOV,2018,10382,3.8,0.1292,69.21,0.095,18.21,17.8,2769,6.26,66.83
DOV,2017,15733,5.21,0.1182,100.85,0.1609,19.38,19.5,4383,1.09,-31.37
DOV,2016,11640,3.28,0.0403,75.1,0.0889,22.87,13.6,3800,3.89,34.3
DOV,2015,9501,5.52,0.106,60.13,0.0563,10.92,24.2,3645,8.43,24.88
DOV,2014,11860,4.65,0.1037,71.02,0.097,15.3,20.3,3701,4.91,-15.33
DOV,2013,16447,5.86,0.1552,96.18,0.1219,16.4,19.7,5377,5.82,-26.16
DOV,2012,11763,4.47,0.1743,65.72,0.077,14.5,16.0,4919,5.7,46.36
DOV,2011,10761,4.82,-0.1948,57.85,0.1024,12.02,18.4,4931,2.15,13.59
DOV,2010,10918,3.75,-0.3911,58.39,0.0796,15.6,16.4,4527,0.5,-0.91
DOV,2009,7747,1.91,-0.5561,41.65,0.0251,21.73,9.0,4084,3.84,40.18
DOV,2008,6122,3.13,-0.561,32.56,-0.015,10.36,15.1,3793,9.43,27.9
DOV,2007,9419,3.28,-0.3879,46.86,0.0422,14.25,16.8,3946,2.96,-30.51
DOV,2006,10008,2.76,-0.4148,49.06,0.0487,17.82,15.2,3811,0.75,-4.48
DOV,2005,8206,2.51,-0.4217,40.42,0.0739,16.09,15.8,3330,1.9,21.36
EBAY,2024,22551,5.02,3.7924,42.63,0.026,8.69,50.0,5899,5.22,
EBAY,2022,22504,-2.27,4.032,40.33,0.0214,-17.73,-22.8,5153,17.94,5.7
EBAY,2021,41629,20.87,4.1639,63.85,0.0706,3.06,145.1,9778,8.76,-36.83
EBAY,2020,34639,7.98,3.9869,48.79,0.1126,6.11,197.1,3561,17.42,30.87
EBAY,2019,29376,2.1,3.8336,34.6,0.077,16.45,46.2,2870,15.22,41.0
EBAY,2018,27027,2.58,3.8389,27.58,0.0685,10.68,36.2,6281,6.86,25.46
EBAY,2017,39422,-0.95,4.2645,37.05,0.1773,-38.76,-9.6,8049,6.99,-25.57
EBAY,2016,33191,6.41,4.8477,29.29,0.0828,4.57,96.5,10539,6.23,26.48
EBAY,2015,32994,1.43,4.414,27.31,0.0862,19.13,13.2,6576,2.48,7.26
EBAY,2014,69722,0.04,0.363,55.73,0.107,1515.69,0.2,19906,4.72,-50.99
EBAY,2013,71028,2.2,0.5157,54.85,0.0782,24.87,12.8,23647,-0.23,1.61
EBAY,2012,65990,2.02,0.5898,51.08,0.1576,25.29,13.3,20865,0.08,7.39
EBAY,2011,39154,2.5,0.6964,30.28,0.1697,12.13,19.5,17930,1.06,68.67
EBAY,2010,36283,1.38,0.8042,27.78,0.1668,20.15,12.3,15302,-1.69,9.0
EBAY,2009,30423,1.85,0.9285,23.58,0.2524,12.73,19.3,13788,0.58,17.8
EBAY,2008,17826,1.37,1.34,13.68,0.1133,10.02,16.0,11084,4.62,72.39
STT,2024,22369,5.65,0.0115,69.47,0.0288,12.99,7.6,23799,15.57,
STT,2023,23903,5.65,0.0053,74.23,0.0192,13.13,7.6,23799,15.16,-6.42
STT,2022,28464,7.28,0.0371,77.98,0.0323,10.7,10.3,25191,-0.29,-4.81
STT,2021,34004,7.3,0.0331,96.33,0.1164,13.22,9.8,27363,2.06,-19.04
STT,2020,25677,6.4,0.0257,72.74,0.0966,11.38,9.0,26200,7.33,32.43
STT,2019,28763,5.43,0.0367,77.74,0.0878,14.32,8.0,24431,3.25,-6.43
STT,2018,23937,6.46,-0.1399,64.35,0.0677,9.96,10.2,24737,3.78,20.81
STT,2017,36197,5.26,-0.4023,96.53,0.1172,18.36,8.9,22317,5.61,-33.34
STT,2016,29979,5.03,-0.356,76.67,0.0299,15.23,9.1,21219,6.14,25.89
STT,2015,26775,4.53,-0.3476,65.62,0.0428,14.49,8.7,21103,6.25,16.83
STT,2014,32773,4.62,-0.3059,77.29,0.0849,16.74,9.2,21328,6.59,-15.1
STT,2013,32218,4.52,-0.2971,72.24,0.0912,15.98,9.9,20378,6.8,7.0
STT,2012,21851,4.25,-0.2852,46.1,0.0207,10.82,9.9,20869,5.01,56.7
STT,2011,19831,3.82,-0.3254,40.23,0.0426,10.54,9.6,19398,2.17,14.6
STT,2010,23264,3.11,-0.2816,47.0,0.0304,15.11,9.2,17787,-4.95,-14.41
STT,2009,21538,3.5,-0.0806,45.73,0.0095,-10.54,-15.2,14491,-13.82,2.78
STT,2008,16989,4.32,0.1531,41.14,0.0761,9.5,14.1,12774,-11.45,11.16
STT,2007,31360,3.49,0.1533,86.87,0.1392,24.87,13.4,11299,-7.76,-52.65
STT,2006,22395,3.34,0.1541,67.66,0.1298,20.25,16.3,7252,0.87,28.39
SBAC,2024,22311,4.58,1.7499,206.58,0.1105,45.45,-9.5,-5166,2.07,
SBAC,2022,30264,4.27,1.6789,280.22,0.1653,65.59,-8.6,-5276,2.61,-26.28
SBAC,2021,42318,2.17,1.4974,388.24,0.219,178.09,-4.7,-5283,2.62,-27.82
SBAC,2020,31349,0.22,0.561,279.9,0.2629,1300.56,-0.5,-4824,1.77,38.71
SBAC,2019,27136,1.3,0.615,240.14,0.2483,184.61,-4.2,-3667,1.86,16.56
SBAC,2018,18346,0.41,0.4243,159.53,0.2131,386.62,-1.6,-3376,3.72,50.53
SBAC,2017,19202,0.86,0.6065,160.02,0.3216,185.25,-4.7,-2599,3.29,-0.3
SBAC,2016,12812,0.61,0.537,103.32,0.206,168.05,-4.4,-1995,2.07,54.87
SBAC,2015,13255,-1.37,0.6614,103.55,0.2238,-75.46,12.6,-1706,0.87,-0.22
SBAC,2014,14299,-0.19,0.0148,110.84,0.2781,-588.55,24.1,-660,-0.9,-6.58
SBAC,2013,11534,-0.44,0.0379,90.11,0.365,-206.31,-11.5,356,-6.23,23.01
SBAC,2012,8973,-1.51,0.097,74.78,0.523,-49.56,-39.5,652,-7.78,20.51
SBAC,2011,4698,-1.14,0.0108,41.95,1.3577,-37.15,-157.6,-11,3.46,78.26
SBAC,2010,4707,-1.68,0.1746,40.58,1.2464,-24.18,-47.3,317,1.34,3.37
SBAC,2009,3993,-1.2,0.5043,34.13,1.1463,-28.34,-21.9,599,-6.63,18.9
DTE,2024,22235,6.77,0.0943,107.94,0.0376,15.95,13.0,11050,-1.32,
DTE,2023,22742,6.77,0.0725,110.4,0.0324,16.28,13.0,11050,-1.6,-2.23
DTE,2022,22770,5.53,0.0813,116.77,0.0704,21.03,11.8,10397,2.07,-5.46
DTE,2021,23158,4.68,0.069,119.99,0.0856,25.53,8.6,8705,3.68,-2.68
DTE,2020,23500,7.09,0.0907,121.76,0.0993,17.18,11.3,12425,-0.92,-1.46
DTE,2019,23818,6.32,0.086,128.75,0.127,20.37,10.8,11672,0.79,-5.42
DTE,2018,20066,6.18,0.1016,110.86,0.1136,17.92,11.2,10237,2.18,16.13
DTE,2017,19636,6.32,0.0998,109.7,0.1378,17.32,12.2,9512,3.1,1.06
DTE,2016,17676,4.84,0.0324,98.75,0.108,20.36,9.7,9011,3.1,11.09
DTE,2015,14392,4.05,0.1006,80.4,0.0682,19.8,8.4,8772,2.37,22.82
DTE,2014,15287,5.11,0.101,86.37,0.088,16.89,11.1,8327,1.96,-6.91
DTE,2013,11738,3.76,0.0873,67.07,0.0574,17.76,8.5,7921,2.16,28.76
DTE,2012,10333,3.56,0.0588,60.43,0.0561,16.94,8.4,7373,2.82,11.0
DTE,2011,9216,4.19,0.0551,54.53,0.0256,12.96,10.3,7009,3.71,10.81
DTE,2010,7664,3.75,0.1412,45.62,0.0108,12.17,9.5,6722,1.75,19.54
DTE,2009,7189,3.24,0.0884,43.84,0.0227,13.51,8.6,6278,4.29,4.07
DTE,2008,5815,3.34,0.0882,35.67,0.0226,10.61,9.2,5995,10.58,22.87
DTE,2007,7197,5.7,0.1316,42.34,0.0106,9.19,13.5,5853,8.73,-15.73
DTE,2006,8615,2.44,0.0487,48.67,0.0518,19.9,7.4,5849,3.16,-13.02
DECK,2024,22151,27.98,2.2558,851.96,0.4127,31.03,38.8,2104,2.92,
DECK,2022,11850,19.5,2.2235,438.89,0.2929,22.93,31.7,1766,3.97,94.12
DECK,2021,7458,16.43,2.2221,266.36,0.3582,16.5,30.2,1539,2.17,64.77
DECK,2020,9308,13.64,2.1628,332.43,0.3262,24.33,28.6,1444,1.0,-19.88
DECK,2019,3750,9.73,2.1486,133.93,0.1559,13.58,26.5,1140,4.04,148.21
DECK,2018,4282,8.92,2.1831,142.73,0.3129,16.2,27.7,1045,6.54,-6.17
DECK,2017,2860,3.6,2.1018,89.38,0.2746,25.0,11.9,940,1.11,59.7
DECK,2016,1908,0.18,-0.0004,59.62,0.1657,334.08,0.6,954,2.07,49.9
DECK,2015,1943,3.76,0.2355,58.88,0.3426,15.89,13.2,967,4.88,1.27
DECK,2014,2519,4.7,0.2607,74.09,0.4918,15.57,17.4,937,0.28,-20.53
DECK,2013,2917,4.23,0.2762,85.79,0.4569,20.02,18.8,888,6.71,-13.64
DECK,2012,1420,3.49,0.4682,38.38,0.4832,11.02,17.4,738,4.92,123.55
DECK,2011,2918,5.16,0.2645,74.82,1.1114,14.66,27.7,835,0.07,-48.71
DECK,2010,3074,4.1,-0.3763,78.82,1.092,19.42,28.1,652,0.26,-5.07
DECK,2009,1307,2.99,-0.501,33.51,0.92,11.19,27.2,491,0.49,135.2
DECK,2008,1044,1.89,-0.4057,26.77,1.0031,14.12,21.9,384,-0.5,25.19
DECK,2007,2013,1.73,-0.6393,51.62,1.0806,30.3,26.3,298,-1.92,-48.14
DECK,2006,753,0.82,-0.952,19.82,0.8239,24.6,15.6,210,-0.12,160.48
APTV,2024,22033,10.5,0.4712,79.54,0.0432,7.6,28.7,11548,-4.31,
APTV,2023,25378,10.5,0.4782,91.62,0.0772,8.72,28.7,11548,-4.31,-13.18
APTV,2022,25234,1.96,-0.0066,93.11,0.1019,47.52,6.3,8809,0.01,-1.61
APTV,2021,44621,1.95,0.0065,165.26,0.2151,84.67,6.4,8347,-0.19,-43.66
TEF,2024,21982,0.31,0.6173,3.69,-0.1147,13.24,8.5,25088,8.94,
TEF,2022,21297,0.31,0.5788,3.57,-0.1328,9.96,8.5,25088,7.61,3.22
TEF,2021,24604,1.34,0.6812,4.11,-0.0948,2.66,48.7,22207,5.72,-13.08
TEF,2020,21850,0.22,0.1905,3.73,-0.13,11.33,11.2,11235,11.2,10.2
TEF,2019,36189,0.14,0.0956,6.17,-0.1134,28.2,6.5,17118,6.4,-39.62
TEF,2018,43925,0.5,0.2028,7.49,-0.1139,11.47,19.1,17947,2.44,-17.61
TEF,2017,48766,0.5,0.1984,8.57,-0.0733,12.98,17.9,16920,2.34,-12.6
TEF,2016,45772,0.37,0.1463,8.15,-0.1135,18.36,14.0,18157,2.07,5.21
TEF,2015,51509,0.06,-0.1223,9.8,-0.0358,76.99,3.3,15771,7.67,-16.82
TEF,2014,64670,0.51,0.0107,12.59,0.035,17.81,14.2,21135,8.4,-22.17
JBHT,2024,21835,7.5,0.1184,211.99,0.1315,28.58,20.2,4018,1.32,
JBHT,2022,18053,9.31,0.1511,173.59,0.1162,18.62,28.2,3667,2.14,22.12
JBHT,2021,21465,7.22,0.1321,204.43,0.1664,28.21,26.3,3118,0.76,-15.09
JBHT,2020,14441,4.79,0.0992,136.24,0.1501,28.54,20.7,2600,2.22,50.05
JBHT,2019,12446,4.81,0.1334,116.32,0.142,24.11,23.5,2267,2.82,17.12
JBHT,2018,10158,4.48,0.1788,93.19,0.1417,20.75,24.0,2101,1.56,24.81
JBHT,2017,12619,6.24,0.1751,114.72,0.187,18.39,45.1,1839,2.84,-18.76
JBHT,2016,10890,3.84,0.1032,97.23,0.1687,25.2,31.6,1414,3.78,17.98
JBHT,2015,8407,3.69,0.0985,72.47,0.1637,19.68,33.1,1300,2.55,34.16
JBHT,2014,9870,3.2,0.0897,84.36,0.1691,26.34,33.2,1205,1.7,-14.09
JBHT,2013,9110,2.92,0.1256,77.86,0.1582,26.61,36.3,1012,1.11,8.34
JBHT,2012,7061,2.64,0.1732,59.84,0.1986,22.75,42.6,791,2.76,30.12
JBHT,2011,5261,2.16,0.2437,44.21,0.2532,20.47,46.2,567,5.77,35.35
JBHT,2010,5031,1.6,0.2754,40.25,0.2715,25.2,33.1,573,2.51,9.84
JBHT,2009,4103,1.08,0.2143,32.31,0.2868,30.07,22.9,643,0.68,24.58
JBHT,2008,3310,1.6,0.2644,26.48,0.2863,16.5,44.3,529,8.12,22.01
JBHT,2007,3496,1.59,0.2355,26.09,0.2399,16.4,43.8,343,10.94,1.5
ARE,2024,21829,0.54,-0.2964,125.45,0.0612,220.89,0.5,18471,-1.65,
ARE,2023,22030,0.54,-0.2409,126.61,0.065,238.3,0.5,18471,-2.0,-0.91
ARE,2022,23903,3.18,-0.1872,145.75,0.1243,46.57,2.9,18972,-2.69,-13.13
ARE,2021,34551,3.83,-0.1098,222.91,0.1535,61.33,3.9,16190,-12.84,-34.61
ARE,2020,24050,6.03,-0.1183,178.15,0.1257,31.61,7.4,11726,-14.79,25.13
ARE,2019,18606,3.13,-0.2522,161.79,0.1073,53.01,4.4,8866,-4.59,10.11
ARE,2018,12391,3.53,-0.2472,114.73,0.0775,34.04,5.4,7342,-9.14,41.02
ARE,2017,12500,1.59,-0.3969,130.21,0.0976,85.97,2.7,5950,-17.93,-11.89
ARE,2016,8825,-1.99,-0.1468,111.71,0.0306,-58.39,-3.6,4896,-6.64,16.56
ARE,2015,6551,1.63,0.1334,90.99,-0.0037,56.06,3.0,3975,2.72,22.78
ARE,2014,6390,1.01,0.0879,88.75,0.0339,88.61,1.9,3828,2.67,2.52
ARE,2013,4557,1.6,0.1292,63.29,0.0032,41.9,2.9,3917,-8.37,40.22
ARE,2012,4415,1.09,0.0507,68.98,0.047,65.28,2.0,3442,0.2,-8.25
ARE,2011,4273,1.73,0.1563,68.92,0.0802,41.9,3.1,3374,-9.25,0.09
ARE,2010,4054,2.19,0.1807,73.71,0.0955,38.27,4.0,2929,-23.28,-6.5
ARE,2009,2840,2.72,0.2009,64.55,0.0813,27.05,4.9,2323,-36.65,14.2
ARE,2008,1945,2.87,0.1963,60.78,0.1102,21.43,5.3,1700,-1.04,6.19
ARE,2007,3241,2.37,0.1678,108.03,0.1547,46.03,5.0,1504,-14.55,-43.74
TRGP,2024,21615,3.69,-6.3296,96.07,0.2541,26.49,31.9,2740,4.27,
TRGP,2023,19370,3.69,-6.4452,86.09,0.1594,23.18,31.9,2740,4.31,11.59
TRGP,2022,16639,3.95,-6.3742,73.3,0.162,18.55,40.7,2666,0.81,17.45
TRGP,2021,11961,-0.07,0.0048,52.23,0.1863,-742.95,-0.7,2012,2.35,40.34
TRGP,2020,6041,-7.26,0.1416,26.04,0.1081,-3.59,-58.9,2654,4.73,100.59
PHM,2024,21519,11.79,0.2609,97.81,0.2869,8.66,26.4,10383,7.14,
PHM,2023,22254,11.79,0.2655,101.15,0.2695,8.55,26.4,10383,7.05,-3.3
PHM,2022,10373,11.07,0.1751,44.14,0.1321,3.96,32.5,8914,10.44,129.17
PHM,2021,14472,7.44,1.4378,55.88,0.1676,7.44,27.5,7490,4.52,-21.0
PHM,2020,11560,5.19,1.1753,42.97,0.3443,8.22,23.3,6570,3.34,30.02
PHM,2019,10515,3.67,1.0429,38.38,0.313,10.34,19.7,5458,4.56,11.98
