ticker,year,marketcap,eps,earnings_rate,price,price_rate,pe_ratio,roe,sh_equity,sh_return,real_change
BMO,2015,37418,6.59,0.0815,58.1,0.0246,11.21,11.6,39422,4.4,9.39
BMO,2014,46764,6.44,0.0916,72.61,0.0745,12.3,13.0,34313,4.81,-19.99
BMO,2013,45356,6.19,0.0926,69.67,0.0746,11.47,14.1,30107,2.26,4.23
BMO,2012,37778,6.13,0.1245,59.12,0.0843,9.26,14.8,28655,-3.28,17.85
MCO,2024,67849,8.77,0.302,370.76,0.2003,42.47,51.2,3318,1.3,
MCO,2023,71472,8.77,0.2967,390.56,0.2112,44.48,51.2,3318,1.18,-5.07
MCO,2022,51043,7.47,0.3033,277.41,0.1913,37.15,58.1,2519,3.0,40.79
MCO,2021,72609,11.88,0.3638,390.37,0.2826,32.8,94.5,2727,1.34,-28.94
MCO,2020,54507,9.48,0.3597,289.93,0.3019,30.66,151.7,1569,2.0,34.64
MCO,2019,44823,7.51,0.3458,237.16,0.3051,31.52,364.5,612,2.24,22.25
MCO,2018,26832,6.84,0.3655,139.75,0.226,20.48,402.6,459,1.2,69.7
MCO,2017,28208,5.24,0.3177,147.69,0.2707,28.18,-173.8,-327,1.61,-5.37
MCO,2016,18024,1.38,-0.027,93.39,0.1588,67.61,-35.9,-1225,5.53,58.14
MCO,2015,19837,4.7,0.0449,99.19,0.1108,21.07,-216.4,-565,6.66,-5.84
MCO,2014,19986,4.69,0.0885,94.72,0.1186,20.21,442.6,-187,5.14,4.71
MCO,2013,16879,3.67,0.0985,77.07,0.1385,20.98,211.3,337,2.47,22.9
MCO,2012,11216,3.09,0.0988,50.3,0.1271,16.26,314.1,385,2.52,53.24
MCO,2011,7477,2.52,0.1046,33.08,0.1241,13.09,-374.1,-169,4.64,52.02
MCO,2010,6216,2.16,0.1308,26.45,0.0991,12.24,-122.4,-309,2.1,25.08
NOC,2024,67660,13.57,0.1096,445.13,0.1303,33.33,13.4,14795,3.97,
NOC,2023,70592,13.57,0.1054,464.42,0.166,34.34,13.4,14795,3.91,-4.15
NOC,2022,83976,31.61,0.1765,541.78,0.2138,17.15,34.9,15312,4.49,-14.28
NOC,2021,61365,43.7,0.2085,383.53,0.2414,8.76,60.9,12926,5.6,41.26
NOC,2020,50802,19.08,0.0682,304.2,0.2355,15.93,32.0,10579,3.31,26.08
NOC,2019,57970,13.28,0.0252,343.02,0.2332,25.79,24.6,8819,4.13,-11.32
NOC,2018,42519,18.59,0.0831,244.36,0.206,13.17,38.9,8187,2.47,40.37
NOC,2017,53426,16.45,-0.1904,307.05,0.2564,18.62,45.7,7132,4.01,-20.42
NOC,2016,40995,11.42,-0.4247,229.02,0.1702,20.07,36.6,5259,7.29,34.07
NOC,2015,34436,10.51,-0.4098,182.2,0.1585,17.3,33.0,5522,11.27,25.7
NOC,2014,29773,9.91,-0.3943,142.45,0.1419,14.39,21.8,7235,11.12,27.9
NOC,2013,25442,8.5,-0.3686,110.62,0.1228,13.03,20.0,10620,9.8,28.78
NOC,2012,16587,7.96,-0.3391,66.61,0.0625,8.39,19.0,9514,13.21,66.06
NOC,2011,15280,7.65,1.0606,55.16,0.0405,7.21,18.0,10336,9.88,20.76
NOC,2010,18915,6.91,0.9626,63.69,0.0474,9.21,15.7,13436,9.67,-13.38
NOC,2009,17523,5.28,0.9053,54.93,0.0567,10.39,13.7,12687,6.35,15.94
NOC,2008,14725,-3.77,1.1984,43.96,0.0871,-11.67,-7.8,11920,9.09,24.97
NOC,2007,26609,5.24,1.5442,77.8,0.106,14.87,10.6,17687,3.1,-43.51
NOC,2006,23384,4.46,1.4682,67.58,0.0488,15.17,9.1,16615,2.97,15.12
NTES,2024,67371,41.6,0.3975,20.96,0.2658,18.86,23.9,119979,3.17,
NTES,2022,47398,31.15,0.3701,14.53,0.2451,16.24,19.9,104731,4.22,44.31
NTES,2021,67702,25.35,0.3718,20.36,0.3716,25.7,19.2,95328,0.27,-28.64
NTES,2020,64818,18.25,0.3415,19.61,0.3618,35.14,15.3,82127,-2.07,3.79
NTES,2019,39238,32.95,0.4391,12.19,0.3206,12.93,38.0,61454,3.34,60.94
NTES,2018,30911,9.5,0.1898,9.56,0.286,34.72,13.9,45232,2.53,27.53
NTES,2017,45294,16.25,0.2547,13.77,0.4019,27.98,24.3,45732,0.85,-30.59
NTES,2016,28312,17.7,0.2925,8.63,0.3464,16.83,33.9,38191,1.34,59.59
NTES,2015,23692,10.25,0.2141,7.21,0.3291,22.83,25.3,29240,0.14,19.57
NTES,2014,12889,7.3,0.2049,3.95,0.2802,16.78,21.7,23390,1.86,82.7
NTES,2013,10206,6.85,0.3206,3.14,0.2559,13.93,24.1,20245,2.27,25.67
NTES,2012,5570,5.55,0.3367,1.7,0.209,9.55,23.9,15681,-0.35,85.21
MCK,2024,67157,22.24,2.2795,504.94,0.1316,23.13,-163.4,-2053,5.95,
MCK,2022,48757,25.23,2.3158,345.79,0.1115,13.7,-176.2,-1857,8.32,46.02
MCK,2021,45858,7.32,2.0656,301.7,0.1684,41.17,-95.9,-2272,4.65,14.62
MCK,2020,31044,-28.26,2.1988,192.82,0.13,-6.84,-167.5,-21,12.46,56.47
MCK,2019,23932,4.98,2.8889,132.22,0.0932,26.59,14.1,5092,9.16,45.83
MCK,2018,22455,0.17,0.0534,114.57,0.0964,660.44,0.4,8094,6.9,15.41
MCK,2017,29067,0.32,0.1676,139.75,0.2149,433.84,0.6,9804,7.18,-18.02
MCK,2016,31439,22.95,0.2585,142.26,0.1804,6.2,54.1,11095,5.09,-1.77
MCK,2015,35945,9.82,0.1295,156.28,0.1788,15.92,25.5,8924,1.55,-8.97
MCK,2014,52669,6.37,0.0946,227.02,0.2259,35.68,16.9,8001,-0.46,-31.16
MCK,2013,40633,5.51,-0.5668,177.44,0.2366,32.17,15.8,8522,3.01,27.95
MCK,2012,25143,5.71,-0.6986,106.99,0.1918,18.79,18.1,7070,5.48,65.84
MCK,2011,21601,5.7,-0.6751,87.81,0.1901,15.4,19.8,6831,5.46,21.85
MCK,2010,20099,4.65,-0.6574,77.9,0.1387,16.72,17.2,7220,4.56,12.72
MCK,2009,17704,4.7,-1.7261,65.81,0.163,14.02,18.3,7532,2.85,18.37
MCK,2008,9595,2.99,-1.904,34.89,0.0955,11.66,13.2,6193,7.78,88.63
MCK,2007,15123,3.4,-1.0493,51.97,0.1186,15.28,15.6,6121,2.8,-32.86
MCK,2006,17293,3.06,-1.1388,58.03,0.1515,18.94,15.1,6273,3.88,-10.44
MCK,2005,15958,2.46,-1.1143,52.15,0.2384,21.25,12.8,5907,-6.98,11.27
MCK,2004,11144,-0.53,-0.4088,37.9,0.1307,-70.98,-3.0,5275,2.27,37.58
PH,2024,66781,20.51,0.1526,521.73,0.2171,26.05,25.1,11303,1.07,
PH,2023,50041,16.23,0.1202,390.95,0.1714,24.02,21.8,10327,1.46,33.45
PH,2022,31586,10.24,0.0663,246.77,0.1415,24.01,15.0,8848,2.33,58.43
PH,2021,39634,13.54,0.074,307.24,0.1903,22.7,23.7,8398,0.55,-19.68
PH,2020,23498,9.36,0.0346,183.58,0.0995,19.55,19.3,6227,1.95,67.36
PH,2019,21810,11.73,0.1574,170.39,0.1597,14.31,25.5,5962,5.42,7.74
PH,2018,20722,7.98,0.1188,155.8,0.1821,19.53,18.6,5860,1.97,9.36
PH,2017,21285,7.37,0.0584,160.04,0.1408,21.64,20.5,5262,2.71,-2.65
PH,2016,14552,5.96,0.0501,107.79,0.0972,18.04,16.8,4575,5.18,48.47
PH,2015,16132,7.08,0.0985,116.06,0.1336,15.94,17.9,5104,8.89,-7.12
PH,2014,18726,6.98,0.1142,125.68,0.1702,17.99,16.3,6659,1.71,-7.65
PH,2013,14239,6.36,0.1865,95.56,0.1399,15.01,17.6,5738,2.99,31.51
PH,2012,11613,7.62,0.2908,76.91,0.1593,10.08,22.3,4897,8.86,24.26
PH,2011,14554,6.51,0.3363,89.84,0.1622,13.87,20.1,5384,0.69,-14.39
PH,2010,8931,3.44,0.1684,55.47,0.1068,16.12,12.3,4368,1.47,61.95
PH,2009,6896,3.15,0.1502,42.83,0.1009,13.56,11.3,4268,6.61,29.51
PH,2008,11963,5.64,0.2224,71.21,0.1173,12.6,19.3,5259,4.66,-39.85
PH,2007,11341,4.75,0.2033,65.18,0.1292,13.66,18.6,4712,4.83,9.25
EOG,2024,66223,13.56,-1.7547,114.37,0.0841,8.43,30.2,27758,3.66,
EOG,2022,76079,13.31,-1.7201,130.5,0.1084,9.81,33.6,24779,6.29,-12.35
EOG,2021,51974,8.03,-1.4769,89.46,0.1004,11.14,21.8,22180,4.34,45.88
EOG,2020,29093,-1.04,-0.5623,50.25,0.0373,-48.09,-2.9,20302,3.14,78.03
EOG,2019,48729,4.73,0.2169,84.31,0.0923,17.82,13.1,21641,1.1,-40.4
EOG,2018,50573,5.93,0.1606,87.65,0.0896,14.79,18.9,19364,0.6,-3.81
EOG,2017,62396,4.49,0.0385,108.51,0.1624,24.16,17.8,16283,-3.97,-19.23
EOG,2016,58280,-1.98,0.5501,105.39,0.1311,-53.14,-8.7,13982,-0.71,2.97
EOG,2015,38914,-8.29,0.6165,71.27,0.1262,-8.6,-29.6,12943,1.42,47.87
EOG,2014,50455,5.36,0.9034,92.92,0.1351,17.31,17.1,17713,0.18,-23.3
EOG,2013,45816,4.07,0.9825,84.84,0.2413,20.85,15.0,15418,-0.47,9.52
EOG,2012,32720,1.07,0.7173,61.16,0.2603,57.38,4.3,13285,-1.09,38.73
EOG,2011,26484,2.08,1.2708,50.45,0.2545,24.27,8.9,12641,-4.02,21.24
EOG,2010,23220,0.32,0.538,46.25,0.2473,144.53,1.6,10232,-0.34,9.06
EOG,2009,24554,1.1,0.617,49.31,0.2225,44.92,5.8,9998,0.06,-6.19
EOG,2008,16617,4.94,0.6675,33.71,0.4676,6.82,29.9,9014,-0.47,46.28
EOG,2007,21955,2.23,1.5422,45.08,0.4806,20.27,16.8,6990,-0.22,-25.23
EOG,2006,15205,2.67,1.5,31.42,0.4117,11.8,24.6,5600,-0.47,43.5
BN,2024,66168,-0.02,-3.6103,42.31,0.1219,425.25,0.3,44471,1.05,
BN,2022,49329,1.22,-3.4535,31.46,0.1159,23.99,4.7,43753,1.8,34.48
BN,2021,94676,2.47,-3.3404,60.38,0.1757,23.87,8.6,46355,-2.98,-47.9
BN,2020,62294,-0.12,0.0265,41.28,0.1614,-464.88,-0.4,35838,-4.15,46.26
BN,2019,55207,1.78,0.1814,38.53,0.1341,19.67,8.0,35013,1.48,7.15
BN,2018,36769,2.31,-0.0989,25.57,0.1334,10.26,12.0,29815,4.42,50.67
BN,2017,42957,0.91,-0.5144,29.02,0.1969,29.38,5.2,28244,1.43,-11.91
BN,2016,32610,1.05,-0.5212,22.0,0.0979,19.75,6.4,26453,-4.83,31.91
BN,2015,29267,1.55,-0.5248,21.03,0.105,12.5,9.6,25307,2.53,4.66
BN,2014,31345,2.13,-0.5302,22.28,0.1597,10.08,14.0,23702,1.39,-5.62
BN,2013,24277,1.43,-0.3605,17.25,0.1716,11.45,10.4,20879,0.54,29.11
BN,2012,22697,0.9,-0.3781,16.29,0.2503,16.45,3.9,21051,2.28,5.9
SCCO,2024,64702,3.72,0.1906,83.7,0.1693,22.5,36.2,7745,3.82,
SCCO,2022,46687,3.41,0.1607,60.4,0.1236,17.7,33.6,8084,5.8,38.59
SCCO,2021,47707,4.39,0.1674,61.72,0.099,14.04,42.9,8149,5.2,-2.14
SCCO,2020,50343,2.03,0.019,65.13,0.135,32.06,22.6,7225,2.3,-5.24
SCCO,2019,32840,1.92,0.0686,42.48,0.0331,22.1,22.0,6810,3.79,53.3
SCCO,2018,23787,2.0,0.1474,30.77,0.0427,15.42,23.7,6567,4.5,38.06
SCCO,2017,36680,0.94,-0.0145,47.45,0.2002,50.35,11.6,6108,1.28,-35.15
SCCO,2016,24690,1.0,-0.0482,31.9,0.0853,31.8,13.8,5832,3.26,48.75
SCCO,2015,20514,0.93,-0.0446,25.8,0.1647,27.86,13.3,5263,5.34,23.62
SCCO,2014,23072,1.61,0.0558,27.86,0.2407,17.31,22.9,5805,3.32,-7.4
SCCO,2013,24116,1.92,0.1227,28.61,0.4224,14.9,30.6,5534,3.07,-2.6
SCCO,2012,32013,2.28,1.3363,37.75,0.4495,16.55,38.0,4765,12.64,-24.22
SCCO,2011,25381,2.73,1.3975,29.69,0.506,10.86,58.2,4015,8.51,27.17
SCCO,2010,41429,1.81,1.3751,48.23,0.5715,26.66,40.1,3890,3.32,-38.45
SCCO,2009,27974,1.09,1.2449,32.87,0.5116,30.1,26.1,3876,4.49,46.72
SCCO,2008,13988,1.6,1.5226,15.91,0.3747,9.95,36.7,3381,12.53,106.57
SCCO,2007,30957,2.51,1.512,35.06,0.5061,13.97,56.6,3848,6.4,-54.61
SCCO,2006,15868,2.31,1.4238,17.97,0.3677,7.79,60.7,3667,9.4,95.09
USB,2024,64600,3.35,0.0277,41.73,0.0083,12.39,9.8,53113,0.49,
USB,2022,64797,3.69,0.0282,43.52,0.0253,11.78,11.1,50766,4.3,-4.1
USB,2021,83289,5.11,0.0624,55.94,0.0789,10.95,14.3,54918,4.42,-22.2
USB,2020,70185,3.06,0.0062,46.51,0.0764,15.19,8.8,53095,8.21,20.26
USB,2019,92603,4.16,0.0856,58.57,0.0989,14.07,12.5,51853,6.06,-20.59
USB,2018,73855,4.15,0.1832,45.2,0.0842,10.89,13.6,51029,5.57,29.59
USB,2017,88916,3.53,0.1268,53.02,0.0921,15.04,12.2,49040,4.58,-14.75
USB,2016,87312,3.25,0.0828,50.82,0.0648,15.62,11.8,47298,4.81,4.33
USB,2015,74637,3.18,0.0726,42.31,0.0294,13.31,12.5,46131,4.66,20.11
USB,2014,80433,3.1,0.0774,44.61,0.0581,14.41,13.0,43479,4.05,-5.15
USB,2013,73783,3.02,0.0854,40.12,0.0409,13.29,13.8,41113,4.68,11.19
USB,2012,60059,2.85,0.0948,31.83,0.0162,11.16,14.2,38998,3.8,26.06
USB,2011,51622,2.47,0.0991,26.97,0.0414,10.94,14.5,33978,1.7,18.01
USB,2010,51737,1.74,0.1796,27.06,0.0419,15.53,11.7,29519,-2.64,-0.33
USB,2009,43049,0.97,0.0314,23.26,0.1157,23.88,7.0,25963,-4.97,16.35
USB,2008,43882,1.62,0.0945,25.19,0.1318,15.57,12.3,26300,6.4,-7.68
USB,2007,54804,2.45,0.3495,31.59,0.1297,12.87,20.6,21046,7.76,-20.25
USB,2006,63617,2.64,0.3666,35.78,0.3203,13.53,22.7,21197,6.65,-11.72
MPC,2024,64552,26.91,-0.5786,163.84,0.2047,6.35,43.5,25862,21.78,
MPC,2022,54547,28.31,-0.5342,106.54,0.1463,3.76,55.7,27715,21.22,53.78
MPC,2021,39391,15.34,-0.6306,62.13,0.1108,4.05,37.1,26206,5.29,71.47
ITUB,2024,64166,3.03,0.0547,12.94,0.0575,10.57,18.5,167953,9.34,
ITUB,2022,46177,3.03,0.0894,9.31,0.0216,8.22,18.5,167953,4.2,38.96
ITUB,2021,36599,2.74,0.1105,7.38,-0.0177,7.62,18.1,152864,4.4,26.17
APO,2024,63969,4.75,-1.1603,110.48,0.2778,23.78,36.4,8442,2.47,
APO,2022,36506,-5.57,-1.0326,62.4,0.1654,-11.36,-64.3,6640,-144.63,77.04
APO,2021,17860,7.32,-0.5988,75.36,0.2794,9.91,67.1,3789,-1.1,-17.19
TDG,2024,63747,23.56,0.2091,1099.09,0.2439,48.66,-50.1,-3513,2.0,
TDG,2023,46527,22.03,0.3546,816.26,0.2243,36.93,-47.5,-1984,1.72,34.65
TDG,2022,28463,13.4,0.3274,490.74,0.1825,36.49,-25.4,-3773,3.84,66.33
TDG,2021,34422,10.41,0.23,593.48,0.1995,56.71,-18.2,-2916,-1.92,-17.31
TDG,2020,25754,8.96,0.3099,451.82,0.2479,50.11,-12.3,-3972,5.02,31.35
TDG,2019,27767,13.84,0.3779,495.84,0.2953,35.64,-42.3,-2894,4.54,-8.88
TDG,2018,19594,16.2,0.3726,349.89,0.2787,21.75,-40.9,-1808,-0.13,41.71
TDG,2017,13271,7.88,0.2798,236.98,0.2736,30.33,-20.0,-2951,19.12,47.65
TDG,2016,15400,10.39,0.3633,275.0,0.2537,26.4,-68.9,-651,0.79,-13.82
APH,2024,63297,3.23,0.1392,106.03,0.1825,33.93,24.9,8347,0.9,
APH,2023,59310,3.23,0.1477,99.35,0.1727,30.76,24.9,8347,0.96,6.72
APH,2022,45310,3.19,0.159,76.02,0.1607,23.82,28.7,7016,1.82,30.68
APH,2021,52304,2.66,0.1534,87.46,0.2177,32.88,27.2,6302,-0.81,-13.08
APH,2020,39120,2.02,0.1241,65.64,0.2307,32.51,24.6,5385,0.95,33.25
APH,2019,32089,1.94,0.1257,53.93,0.1883,27.78,27.2,4530,2.39,21.71
APH,2018,24414,2.0,0.1928,40.55,0.1682,20.26,30.7,4017,2.33,32.98
APH,2017,26809,1.06,0.0712,43.88,0.2794,41.21,16.6,3990,0.39,-7.57
APH,2016,20730,1.33,0.1152,33.6,0.1918,25.19,23.0,3675,1.31,30.59
APH,2015,16100,1.24,0.1489,26.05,0.2184,21.09,24.6,3239,2.22,28.97
APH,2014,16652,1.13,0.167,26.6,0.261,23.48,24.2,2907,2.06,-2.06
APH,2013,14116,1.0,0.1834,22.19,0.2615,22.21,24.0,2860,1.74,19.85
APH,2012,10374,0.86,0.2307,16.06,0.2344,18.68,23.7,2430,5.19,38.21
APH,2011,7523,0.77,0.2569,11.08,0.2628,14.35,23.3,2172,2.65,44.94
APH,2010,9216,0.71,0.2462,13.26,0.2573,18.57,24.0,2321,-1.27,-16.45
APH,2009,7920,0.46,0.1588,11.55,0.2667,24.92,20.2,1746,2.82,14.86
APH,2008,4215,0.6,0.4111,6.0,0.1852,10.06,31.1,1349,2.32,92.56
APH,2007,8266,0.49,0.3877,11.58,0.3677,23.41,31.9,1265,0.56,-48.21
APH,2006,5424,0.36,0.386,7.58,0.2945,21.21,30.7,902,-1.13,52.82
PSX,2024,63270,16.65,0.5138,142.5,0.1119,8.68,25.4,30821,10.33,
PSX,2022,49192,23.36,0.5789,104.44,0.0636,4.46,42.5,29494,-3.88,36.44
AON,2024,62315,12.57,0.1264,311.57,0.1559,24.94,-310.41,-826,4.28,
AON,2023,59223,12.6,0.1255,290.31,0.1446,23.1,-484.69,-529,4.67,7.33
AON,2022,63540,12.23,0.1549,299.72,0.1628,24.54,244.02,1061,6.43,-3.14
AON,2021,67536,5.59,0.0502,300.16,0.2195,53.81,35.91,3495,3.66,-0.15
AON,2020,48994,8.49,0.0921,211.18,0.1937,24.88,58.34,3375,3.96,42.13
AON,2019,49698,6.42,0.1034,207.94,0.1937,32.44,36.91,4151,3.42,1.56
AON,2018,35642,4.62,0.0583,145.48,0.1682,31.43,24.74,4583,6.33,42.94
AON,2017,34639,4.74,0.0117,133.74,0.1405,28.25,22.39,5475,4.6,8.78
AON,2016,29884,5.21,0.1042,111.51,0.1138,21.41,22.86,6106,5.91,19.94
AON,2015,25905,4.93,0.1255,92.19,0.1293,18.7,21.08,6571,6.52,20.96
AON,2014,28008,4.73,0.1239,94.94,0.1306,20.05,17.15,8145,5.98,-2.9
AON,2013,26154,3.57,0.1344,83.83,0.172,23.5,14.34,7762,5.98,13.26
AON,2012,18225,3.03,0.1065,55.56,0.1152,18.35,12.29,8078,3.55,50.87
AON,2011,15701,2.92,0.1435,46.73,0.1242,16.04,11.87,8251,-13.08,18.91
AON,2010,13478,2.41,0.2445,46.0,0.0704,19.09,13.13,5379,-0.96,1.59
AON,2009,10848,2.64,0.1871,38.33,0.0522,14.52,14.06,5314,4.78,20.0
AON,2008,13034,5.18,0.2805,45.73,0.0543,8.82,23.76,6221,8.15,-16.18
AON,2007,14212,2.9,0.1628,47.69,0.068,16.45,16.56,5218,6.82,-4.11
AON,2006,11203,2.27,0.2306,35.34,0.0229,15.56,13.58,5303,1.51,34.95
AON,2005,11576,2.27,0.2211,35.95,0.0709,15.71,14.44,5103,0.21,-1.7
AON,2004,7621,1.7,0.1636,23.89,0.042,13.96,12.14,4498,-3.4,50.48
AON,2003,7595,1.97,0.1913,23.96,0.1049,12.09,16.12,3895,-8.01,-0.29
AON,2002,5432,1.61,0.1651,18.86,0.0739,11.66,13.23,3521,-1.56,27.03
AON,2001,9472,0.54,0.1942,35.48,0.1142,46.66,5.99,3388,-0.06,-46.83
CTAS,2024,62309,14.01,0.1811,610.87,0.2487,44.57,36.8,3994,0.57,
CTAS,2023,48017,13.21,0.1909,470.75,0.2588,35.62,38.1,3864,1.61,29.76
CTAS,2022,40759,11.92,0.2016,399.6,0.2799,32.98,36.7,3308,3.6,17.81
CTAS,2021,37141,10.52,0.1958,353.72,0.2916,33.43,30.2,3688,0.44,12.97
CTAS,2020,25800,8.36,0.1887,248.08,0.2575,29.45,27.6,3235,1.5,42.59
CTAS,2019,23197,8.25,0.206,220.92,0.2735,26.21,28.2,3003,2.91,12.29
CTAS,2018,19450,7.78,0.1952,181.78,0.2626,23.08,30.6,3017,-0.43,21.54
CTAS,2017,13258,4.49,0.0754,126.27,0.1903,27.58,22.6,2303,2.67,43.96
CTAS,2016,10144,6.3,0.1098,94.8,0.1279,14.63,36.7,1843,7.56,33.19
CTAS,2015,9848,3.68,0.0458,86.39,0.1062,22.87,20.4,1932,5.82,9.74
CTAS,2014,7466,3.08,0.0408,62.22,0.0686,19.94,17.1,2193,3.1,38.85
CTAS,2013,5594,2.53,0.0283,45.48,0.0155,17.73,14.7,2201,7.0,36.8
CTAS,2012,4789,2.27,0.0319,36.84,0.0141,16.09,13.9,2139,12.17,23.46
CTAS,2011,4773,1.68,0.0163,32.92,-0.0311,19.33,10.2,2303,6.45,11.91
CTAS,2010,3975,1.4,0.006,25.98,-0.0477,18.43,8.7,2534,1.75,26.7
CTAS,2009,3558,1.48,0.028,23.25,-0.0543,15.72,9.7,2367,2.58,11.72
CTAS,2008,4537,2.15,0.1076,29.46,-0.0259,13.53,15.2,2254,4.73,-21.07
CTAS,2007,6086,2.09,0.1117,38.28,0.0424,18.19,16.0,2168,6.65,-23.03
ORLY,2024,62182,38.83,0.1116,1053.93,0.1879,27.31,-134.92,-1739,5.52,
ORLY,2023,57456,38.8,0.1334,957.6,0.2114,24.49,-221.22,-1060,6.1,10.06
ORLY,2022,54332,33.75,0.1424,848.94,0.2524,25.01,-3270.93,-66,6.68,12.8
ORLY,2021,48707,31.39,0.1581,705.9,0.2788,22.5,1543.36,140,6.51,20.26
ORLY,2020,33407,23.74,0.149,451.45,0.2298,19.06,441.01,397,4.28,56.36
ORLY,2019,33739,18.07,0.1435,438.17,0.2624,24.25,393.32,353,5.46,3.03
ORLY,2018,28031,16.27,0.1783,346.06,0.2971,21.16,202.82,653,8.07,26.62
ORLY,2017,21270,12.82,0.232,241.7,0.2766,18.76,69.68,1627,7.46,43.18
ORLY,2016,26573,10.87,0.2173,279.72,0.2858,25.61,52.91,1961,4.72,-13.59
ORLY,2015,25333,9.32,0.2145,253.33,0.2749,27.2,46.14,2018,4.27,10.42
ORLY,2014,20083,7.46,0.202,193.11,0.2411,25.81,39.58,1966,4.55,31.19
ORLY,2013,14061,6.14,0.2038,129.0,0.2321,20.98,31.79,2108,9.9,49.69
ORLY,2012,10836,4.83,0.2316,89.55,0.202,18.5,20.59,2845,9.98,44.05
ORLY,2011,10767,3.77,0.239,79.76,0.2461,21.21,15.82,3210,3.53,12.29
ORLY,2010,8377,3.02,0.2418,60.27,0.1761,19.98,15.61,2686,-2.98,32.34
ORLY,2009,5193,2.26,0.2328,38.18,0.152,16.89,13.47,2282,-9.94,57.83
ORLY,2008,3828,1.5,0.1754,30.62,0.1518,20.55,11.69,1592,-8.04,24.69
ORLY,2007,3719,1.69,0.2332,32.34,0.1481,19.17,14.22,1364,-0.83,-5.3
ORLY,2006,3631,1.57,0.2603,32.13,0.2358,20.39,15.54,1146,-1.53,0.64
ORLY,2005,3573,1.47,0.275,31.9,0.3054,21.75,17.33,947,-1.76,0.72
ORLY,2004,2478,1.27,0.2939,22.53,0.2726,17.76,17.8,784,-2.17,41.61
TT,2024,61802,8.85,0.2047,271.06,0.2112,31.03,31.2,6995,2.43,
TT,2023,55501,8.85,0.1728,243.43,0.1843,27.42,31.2,6995,2.39,11.35
TT,2022,38712,7.55,0.2121,168.31,0.1381,22.04,29.7,6089,4.64,44.63
TT,2021,47990,5.96,0.1424,201.64,0.1881,33.72,22.3,6256,2.28,-16.53
TT,2020,34857,3.56,0.2874,145.24,0.2086,40.77,14.0,6408,1.28,38.83
TT,2019,31847,5.84,0.2794,132.7,0.1589,22.57,19.8,7268,4.07,9.45
TT,2018,22411,5.41,0.3204,91.1,0.1435,16.76,19.0,7023,3.79,45.66
TT,2017,22286,5.11,0.1872,89.14,0.259,17.11,19.1,7140,5.18,2.2
TT,2016,19385,5.7,0.0156,75.14,0.1686,13.13,23.1,6644,2.84,18.64
TT,2015,14433,2.51,0.1955,55.3,0.1499,21.72,11.5,5817,3.77,35.87
TT,2014,16828,3.44,0.2251,63.5,0.1608,18.06,14.9,5987,9.45,-12.92
TT,2013,17746,2.11,0.1539,61.62,0.1578,28.68,8.7,7069,5.69,3.06
TT,2012,14436,3.35,0.2966,47.96,0.1467,14.17,14.0,7148,4.88,28.48
TT,2011,9512,1.06,-0.4461,30.49,0.1468,27.72,4.4,6924,5.05,57.31
TT,2010,15258,1.98,-0.5837,47.09,0.1894,23.76,8.7,7964,-0.63,-35.26
TT,2009,11439,1.41,-0.701,35.75,0.154,25.35,6.6,7072,1.0,31.74
TT,2008,5531,-8.73,-0.556,17.34,0.0094,-2.11,-28.8,6661,-12.92,106.17
TT,2007,12660,13.64,-0.3535,46.54,0.0976,3.19,65.2,7908,12.65,-62.75
TT,2006,11997,3.23,-0.6316,39.08,0.0948,11.62,17.9,5405,9.02,19.11
HMC,2024,61599,571.98,0.154,11.34,0.0222,9.17,7.9,12055225,-3.15,
HMC,2022,44608,384.02,0.0846,8.83,-0.0175,9.07,5.8,11184250,5.67,28.38
HMC,2021,48794,411.09,0.1713,9.42,-0.019,8.41,7.2,10472824,3.1,-6.26
HMC,2020,52144,380.75,0.2447,10.07,-0.0123,8.64,7.9,9082306,4.97,-6.42
HMC,2019,39520,260.13,0.1284,7.49,-0.0479,9.36,5.5,8012259,5.45,34.47
HMC,2018,48316,345.99,0.2666,9.06,-0.0217,8.71,7.4,8267720,4.83,-17.34
HMC,2017,62593,590.79,0.4202,11.58,0.0569,6.75,13.6,7933538,2.6,-21.77
HMC,2016,54537,342.1,0.2547,10.09,0.0207,9.8,8.9,7295296,2.7,14.77
HMC,2015,49275,191.16,0.1684,9.11,-0.0104,16.06,4.8,6761433,2.7,10.68
HMC,2014,59043,282.66,0.2035,10.92,0.022,13.9,7.8,7108627,2.0,-16.54
HMC,2013,63693,346.62,0.2493,11.78,0.0564,10.49,11.1,5918979,3.5,-7.3
HMC,2012,68956,203.71,0.1766,12.75,0.074,17.69,7.9,5043500,2.1,-7.63
ECL,2024,61413,4.82,0.0548,215.48,0.1072,44.96,17.06,8045,0.6,
ECL,2023,41514,4.82,0.0363,145.66,0.0558,38.03,18.96,7236,1.49,47.93
ECL,2022,67163,3.83,0.0348,235.66,0.1523,59.44,15.11,7224,1.71,-38.19
ECL,2021,62095,3.95,0.0802,217.12,0.1984,63.05,18.32,6167,1.32,8.54
ECL,2020,55600,3.43,0.1218,193.73,0.1784,35.67,11.34,8685,1.75,12.07
ECL,2019,42525,5.41,0.1485,147.66,0.1545,29.76,19.48,8003,1.27,31.2
ECL,2018,38859,4.95,0.1685,134.46,0.1707,25.83,18.76,7619,1.56,9.81
